"Permit Number","Applied","Approved","Issued Date","Finaled","Expired","Permit Type","Permit Sub Type","Status","Subdivision","Address","Description","Job Value","CO Issued Date","Contractor Name","RECORDID"
"CMIS21-00158","04/22/2021","04/22/2021","04/23/2021","05/18/2021","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","","7650 W 68TH AVE 309","NEW CIRCUIT BREAKER NO PANEL U...","1166","","PIPER ELECTRIC CO INC","DRO:2104221234581285"
"CMIS21-00159","04/22/2021","04/22/2021","04/23/2021","05/18/2021","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","","7650 W 68TH AVE 310","NEW CIRCUIT BREAKER NO PANEL U...","1166","","PIPER ELECTRIC CO INC","DRO:2104221235221299"
"CMIS21-00160","04/22/2021","04/22/2021","04/23/2021","05/18/2021","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","","7650 W 68TH AVE 311","NEW CIRCUIT BREAKER NO PANEL U...","1166","","PIPER ELECTRIC CO INC","DRO:2104221235351310"
"CMIS21-00161","04/22/2021","04/22/2021","04/23/2021","05/18/2021","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","","7650 W 68TH AVE 313","NEW CIRCUIT BREAKER NO PANEL U...","1166","","PIPER ELECTRIC CO INC","DRO:2104221235471321"
"CMIS21-00162","04/22/2021","04/22/2021","04/23/2021","05/18/2021","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","","7650 W 68TH AVE 315","NEW CIRCUIT BREAKER NO PANEL U...","1166","","PIPER ELECTRIC CO INC","DRO:2104221238371333"
"CMIS21-00163","04/22/2021","04/22/2021","04/23/2021","05/18/2021","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","","7650 W 68TH AVE 324","NEW CIRCUIT BREAKER NO PANEL U...","1166","","PIPER ELECTRIC CO INC","DRO:2104221238431344"
"CMIS21-00122","04/19/2021","05/11/2021","05/12/2021","05/24/2021","11/20/2021","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","5943 KIPLING PKWY","New Service for Traffic Signal","1000","","WL CONTRACTORS, INC dba LUMIN8...","ECON:210419091139140"
"CMIS21-00123","04/19/2021","05/11/2021","05/12/2021","08/16/2021","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","15174 W 64TH AVE","New Service for Traffic Signal","1000","","WL CONTRACTORS, INC dba LUMIN8...","ECON:210419091603255"
"CMIS21-00121","04/18/2021","04/19/2021","04/19/2021","04/20/2021","","COMMERCIAL ELECTRICAL","METER HOUSING ONLY","FINALED","First Addition to RENO PARK","5723 YUKON ST","Replace meter/mast damaged by ...","700","","ELECTRICALL LLC","ECON:210418100211555"
"CMIS21-00120","04/15/2021","04/15/2021","04/16/2021","07/15/2021","","COMMMISC","PLUMBING","FINALED","COLUMBINE VILLAGE ON ALLISON M...","5320 ALLISON ST 106","WATER HEATER 50 GAL GAS 40K BT...","2211","","PLUMBLINE SERVICES LLC","DRO:2104150451162126"
"CMIS21-00118","04/14/2021","04/14/2021","04/15/2021","07/12/2021","","COMMMISC","MECHANICAL","FINALED","HOMETOWN NORTH","15517 W 66TH DR C","REPLACE FURNACE 80% 100K ","5000","","BROTHERS PLUMBING & HEATING IN...","DRO:2104140131520990"
"CMIS21-00119","04/14/2021","04/14/2021","04/14/2021","05/25/2021","","COMMMISC","PLUMBING","FINALED","LAKE ARBOR TOWNHOMES","8654 CHASE DR 338","REPLACE WATER HEATER 40 GAL ","1684","","STEADFAST PLUMBING INC","DRO:2104140211031155"
"CMIS21-00117","04/13/2021","04/27/2021","04/27/2021","06/16/2021","","COMMMISC","MECHANICAL","FINALED","RAINBOW RIDGE OFFICE PARK LOT ...","5610 WARD RD","Replace two Roof Top Units, li...","135000","","ROGERS & SONS INC","AH:2104130134061539"
"CMIS21-00116","04/09/2021","04/09/2021","04/14/2021","","12/15/2021","COMMMISC","MECHANICAL","EXPIRED","WHITE STORES DEVELOPMENT PLAN","6842 WADSWORTH BLVD","REMOVE AND REPLACE RTU'S 4,5,8...","138430","","CONTROL SOLUTIONS, INC.","DRO:2104091214500803"
"CMIS21-00114","04/08/2021","04/08/2021","04/08/2021","","10/11/2021","COMMMISC","PLUMBING","EXPIRED","PLAZA-SIX-FOUR","6350 WADSWORTH BLVD A","INSTALL UP-TO 20FT DRAIN LINE ...","2864.8","","QUALITY 1ST PLUMBING HEATING A...","AH:2104081050060840"
"CMIS21-00112","04/07/2021","04/08/2021","04/14/2021","04/15/2021","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","PLAZA-SIX-FOUR","6350 WADSWORTH BLVD A","Demo lighting circuits and ext...","3500","","SJO ELECTRIC LLC","ECON:210407043451333"
"CMIS21-00110","04/06/2021","04/06/2021","04/06/2021","04/22/2021","","COMMMISC","PLUMBING","FINALED","THE YACHT CLUB","6880 XAVIER CIR 1","WATER HEATER 40K BTU 40 GAL","1999","","BROTHERS PLUMBING & HEATING IN...","DRO:2104061240441088"
"BKFL21-00002","04/05/2021","04/05/2021","04/05/2021","","10/04/2021","BACKFLOW DEVICE","COMMERCIAL","EXPIRED","","8349 HOLMAN ST","Install 1"" 825YA backflow","1500","","KERWIN PLUMBING & HEATING","ECON:210405084432766"
"CMIS21-00109","04/05/2021","05/11/2021","05/11/2021","03/08/2022","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","6794 W 60TH AVE","HOUSE ELECTRIC METER  - 60TH A...","2000","","SC ELECTRIC","AH:2104050403042664"
"CMIS21-00108","04/03/2021","04/05/2021","04/07/2021","04/14/2021","10/11/2021","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","","7580 W 64TH AVE","install lighting in overhang","2500","","SUTTON ELECTRIC CO","ECON:210403063731164"
"CMIS21-00106","04/01/2021","04/01/2021","04/05/2021","","10/02/2021","COMMMISC","MECHANICAL","EXPIRED","THE YACHT CLUB","6820 XAVIER CIR 4","2.5 TON, 13 SEER FURNACE AND 7...","7250","","ARS / RESCUE ROOTER","AH:2104011129360603"
"CMIS21-00105","03/31/2021","04/01/2021","04/06/2021","","10/03/2021","COMMMISC","PLUMBING","EXPIRED","CREEKSIDE A PLANNED UNIT DEVEL...","5901 PIERCE ST","REPLACING LIKE FOR LIKE 100 GA...","9000","","MASTER ROOTER PLUMBING LLC","DRO:2103310448191669"
"CMIS21-00101","03/26/2021","03/26/2021","04/09/2021","04/20/2021","","COMMMISC","PLUMBING","FINALED","RALSTON STATION FILING NO. 2 A...","11620 W 62ND PL 204","REPLACE WATER HEATER 50 GAL ","3283","","AAA SERVICE PLUMBING LLC","DRO:2103260432561552"
"CMIS21-00102","03/26/2021","03/26/2021","04/09/2021","","10/06/2021","COMMMISC","PLUMBING","EXPIRED","ARVADA GARDENS","6021 YARROW ST C22","REPLACE WATER HEATER 40 GAL ","2803","","AAA SERVICE PLUMBING LLC","DRO:2103260445351662"
"CMIS21-00099","03/25/2021","03/29/2021","04/06/2021","05/07/2021","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","MAP OF FISKS ARVADA PLACE","6161 WADSWORTH BLVD","New panelboard","28000","","SOUTH PAW ELECTRIC CORP","ECON:210325105432992"
"CMIS21-00100","03/25/2021","03/25/2021","03/25/2021","04/26/2021","","COMMMISC","PLUMBING","FINALED","REPLATE OF FINAL PLAT OF ARVAD...","7825 BARBARA ANN DR B","REPLACEMENT OF 50 GAL WATER HE...","900","","PROSPECT PLUMBING LLC","DRO:2103250520401558"
"ADU21-00008","03/23/2021","11/01/2021","11/29/2021","10/24/2022","","ADU","A","CO ISSUED","Smith & Ricks Subdivision","5714 ALLISON ST B","garage with adu","160000","10/24/2022","TINKER HOMES","ECON:210323041113089"
"CMIS21-00097","03/23/2021","03/23/2021","03/23/2021","","09/19/2021","COMMMISC","MECHANICAL","EXPIRED","RALSTON STATION FILING NO. 2 A...","11624 W 62ND PL 101","FURANCE 75K BTU 80% EFF AND AC...","6433.5","","ARS / RESCUE ROOTER","DRO:2103230912130260"
"CMIS21-00098","03/23/2021","03/23/2021","03/23/2021","04/09/2021","10/06/2021","COMMMISC","MECHANICAL","FINALED","REPLAT OF LAKE ARBOR VILLAGE A...","5620 W 80TH PL 77","FURANCE 50K BTU 80% EFF","2807.5","","ARS / RESCUE ROOTER","DRO:2103230920200322"
"CMIS21-00095","03/22/2021","08/02/2021","03/23/2021","","02/12/2022","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","","8347 HOLMAN ST","200amp service for site lighti...","2500","","ROBERTS ELECTRICAL CONTRACTING","ECON:210322015131557"
"ADU21-00007","03/19/2021","06/17/2021","07/06/2021","","01/16/2023","ADU","B","EXPIRED","FRIZZELL MINOR SUBDIVISION","6975 W 61ST AVE","ATTACHED ADU BSMNT WITH ADD TO...","80000","","RIDGE CONSTRUCTION INC","DRO:2103190437411640"
"CMIS21-00094","03/19/2021","05/12/2022","05/12/2022","","11/08/2022","COMMMISC","MECHANICAL","EXPIRED","ST. ELIAS MINOR SUBDIVISION","7580 PIERCE ST","MODIFY EXISTING SYSTEM REMOVE ...","20000","","FRONT RANGE WIRELESS INC","DRO:2103190753530058"
"CMIS21-00093","03/17/2021","03/17/2021","03/17/2021","","10/11/2021","COMMMISC","MECHANICAL","EXPIRED","LAKE ARBOR TOWNHOMES","8758 CHASE DR 74","REPLACE LIKE FOR LIKE FURNACE ...","19493","","APPLEWOOD PLMB, HTG & ELEC","DRO:2103170857050219"
"CMIS21-00092","03/16/2021","03/16/2021","03/17/2021","","09/13/2021","COMMMISC","MECHANICAL","EXPIRED","LAKE ARBOR TOWNHOMES","6946 W 87TH WAY 258","FURANCE 70K BTU AND AC 2 TON","8450","","SERVICE EXPERTS","DRO:2103160339291503"
"CMIS21-00091","03/11/2021","03/11/2021","03/11/2021","","09/27/2021","COMMMISC","PLUMBING","EXPIRED","SHERIDAN 58/SHREVES MINOR SUBD...","5055 W 58TH AVE","Install 40 gallon electric wat...","2095","","COFFMAN & COMPANY HEATING AND ...","AH:2103110823480143"
"CHG21-00009","03/04/2021","03/04/2021","03/04/2021","03/04/2021","","CHANGE OF USE","","CO ISSUED","ARVADA ENERGY CENTER - AMENDME...","12545 W 54TH DR A-3","Original Certificate of Occupa...","0","","","DMCP:210304015538037"
"CHG21-00010","03/04/2021","03/04/2021","03/04/2021","03/04/2021","","CHANGE OF USE","","CO ISSUED","ARVADA ENERGY CENTER - AMENDME...","12545 W 54TH DR A-5","Original Certificate of Occupa...","0","","","DMCP:210304015538038"
"CHG21-00011","03/04/2021","03/04/2021","03/04/2021","03/04/2021","","CHANGE OF USE","","CO ISSUED","ARVADA ENERGY CENTER - AMENDME...","12545 W 54TH DR A-7","Original Certificate of Occupa...","0","","","DMCP:210304015538039"
"CHG21-00012","03/04/2021","03/04/2021","03/04/2021","03/04/2021","","CHANGE OF USE","","CO ISSUED","ARVADA ENERGY CENTER - AMENDME...","12545 W 54TH DR B-1","Original Certificate of Occupa...","0","","","DMCP:210304015538040"
"CHG21-00013","03/04/2021","03/04/2021","03/04/2021","03/04/2021","","CHANGE OF USE","","CO ISSUED","ARVADA ENERGY CENTER - AMENDME...","12545 W 54TH DR B-6","Original Certificate of Occupa...","0","","","DMCP:210304015538041"
"CHG21-00014","03/04/2021","03/04/2021","03/04/2021","03/04/2021","","CHANGE OF USE","","CO ISSUED","ARVADA ENERGY CENTER - AMENDME...","12545 W 54TH DR C-2","Original Certificate of Occupa...","0","","","DMCP:210304015538042"
"CHG21-00015","03/04/2021","03/04/2021","03/04/2021","03/04/2021","","CHANGE OF USE","","CO ISSUED","ARVADA ENERGY CENTER - AMENDME...","12545 W 54TH DR C-4","Original Certificate of Occupa...","0","","","DMCP:210304015538043"
"CMIS21-00086","03/02/2021","03/03/2021","03/03/2021","","01/24/2022","COMMMISC","MECHANICAL","EXPIRED","RALSTON VALLEY GARDENS NO 2","10271 W 59TH AVE 1","A/C INSTALL","4000","","KACH INC DBA MISTER MECHANICAL","AH:2103021119141120"
"CMIS21-00087","03/02/2021","03/03/2021","03/03/2021","","01/24/2022","COMMMISC","MECHANICAL","EXPIRED","RALSTON VALLEY GARDENS NO 2","10271 W 59TH AVE 2","A/C INSTALL","4000","","KACH INC DBA MISTER MECHANICAL","AH:2103021127591188"
"CMIS21-00088","03/02/2021","03/03/2021","03/03/2021","","01/24/2022","COMMMISC","MECHANICAL","EXPIRED","RALSTON VALLEY GARDENS NO 2","10271 W 59TH AVE 3","A/C INSTALL","4000","","KACH INC DBA MISTER MECHANICAL","AH:2103021127591189"
"CMIS21-00089","03/02/2021","03/03/2021","03/03/2021","","01/24/2022","COMMMISC","MECHANICAL","EXPIRED","RALSTON VALLEY GARDENS NO 2","10271 W 59TH AVE 4","A/C INSTALL","4000","","KACH INC DBA MISTER MECHANICAL","AH:2103021127591190"
"CMIS21-00084","02/26/2021","03/02/2021","03/02/2021","03/10/2021","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","ASPEN BUSINESS PARK","5380 VIVIAN ST","REPLACE LIGHT WITH NEW LED FIX...","16564","","FACILITY SOLUTIONS GROUP","DRO:2102260422241823"
"CMIS21-00083","02/24/2021","03/18/2021","03/19/2021","03/22/2021","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","12103 W 57TH DR","NEW 60-AMP ELECTRICAL SERVICE ...","900","","B-TEC INC","DRO:2102241010360497"
"CMIS21-00081","02/23/2021","02/23/2021","02/24/2021","03/24/2021","09/20/2021","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","","15353 W 64TH DR","RUN NEW ELECTRICAL WIRE FROM T...","1600","","E&D ELECTRIC LLC","DRO:2102231210410743"
"CMIS21-00080","02/22/2021","02/23/2021","02/23/2021","","08/22/2021","COMMMISC","PLUMBING","EXPIRED","ARVADA MARKETPLACE FILING NO. ...","5265 VANCE ST","REPLACING POWER VENT 50 GAL W/...","3665","","PLANET PLUMBING INC","AH:2102220500281959"
"CMIS21-00079","02/19/2021","02/26/2021","02/26/2021","03/05/2021","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","Arvada Col. Ter.","7500 W 57TH AVE","Replace interior subpanels","4500","","ELECTRICALL LLC","ECON:210219085245110"
"CMIS21-00076","02/17/2021","02/18/2021","02/18/2021","02/22/2021","08/21/2021","COMMERCIAL ELECTRICAL","CONSTRUCTION METER","FINALED","ALLISON VILLAGE","5352 ALLISON ST","200-amp, 3-phase temp service","8900","","EXCEL ELECTRIC CORPORATION","ECON:210217025015951"
"CMIS21-00077","02/17/2021","02/17/2021","02/22/2021","03/11/2021","","COMMMISC","PLUMBING","FINALED","SKYLINE ESTATES FILING NO. 1 -...","10259 W 55TH DR 202","INSTALL 50 GAL GAS WATER HEATE...","4208","","AAA SERVICE PLUMBING LLC","DRO:2102170259402412"
"CMIS21-00078","02/17/2021","02/17/2021","02/17/2021","05/11/2021","","COMMMISC","MECHANICAL","FINALED","ST. ANDREW MINOR SUBDIVISION N...","6774 W 66TH AVE","2 STAGE FURNANCE 125K 80%","3995","","MIGHTY PLUMBING & HEATING LLC","DRO:2102170409592948"
"CMIS21-00069","02/12/2021","02/12/2021","02/15/2021","03/04/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 101","REPLACING POLYBUTYLENE POTABLE...","3740","","PHOENIX RENOVATION COMPANY, LL...","AH:2102121108340821"
"CMIS21-00070","02/12/2021","02/12/2021","02/15/2021","03/04/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 201","REPLACING POLYBUTYLENE POTABLE...","3740","","PHOENIX RENOVATION COMPANY, LL...","AH:2102121108340822"
"CMIS21-00071","02/12/2021","02/12/2021","02/15/2021","03/04/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 301","REPLACING POLYBUTYLENE POTABLE...","3740","","PHOENIX RENOVATION COMPANY, LL...","AH:2102121108340823"
"CMIS21-00072","02/12/2021","02/12/2021","02/15/2021","03/04/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 103","REPLACING POLYBUTYLENE POTABLE...","3740","","PHOENIX RENOVATION COMPANY, LL...","AH:2102121108340824"
"CMIS21-00073","02/12/2021","02/12/2021","02/15/2021","03/04/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 203","REPLACING POLYBUTYLENE POTABLE...","3740","","PHOENIX RENOVATION COMPANY, LL...","AH:2102121108340825"
"CMIS21-00074","02/12/2021","02/12/2021","02/15/2021","03/04/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 303","REPLACING POLYBUTYLENE POTABLE...","3740","","PHOENIX RENOVATION COMPANY, LL...","AH:2102121108340826"
"CMIS21-00061","02/10/2021","02/10/2021","02/11/2021","03/03/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 102","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102101147390726"
"CMIS21-00062","02/10/2021","02/10/2021","02/11/2021","03/03/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 202","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102101147390727"
"CMIS21-00063","02/10/2021","02/10/2021","02/11/2021","03/03/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 302","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102101147390728"
"CMIS21-00064","02/10/2021","02/10/2021","02/11/2021","03/03/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 104","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102101147390729"
"CMIS21-00065","02/10/2021","02/10/2021","02/11/2021","03/03/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 204","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102101147390730"
"CMIS21-00066","02/10/2021","02/10/2021","02/11/2021","03/03/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 304","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102101147390731"
"CMIS21-00067","02/10/2021","02/10/2021","02/24/2021","","08/23/2021","COMMMISC","PLUMBING","EXPIRED","MAPLELEAF SUBDIVISION FILING N...","7120 SIMMS ST 101","WATER HEATER REPLACEMENT - 40 ...","2172","","JAMES PARK","AH:2102100327141586"
"CMIS21-00054","02/09/2021","02/09/2021","02/09/2021","","10/06/2021","COMMMISC","MECHANICAL","EXPIRED","RALSTON STATION FILING NO. 2 A...","11630 W 62ND PL 202","FURNACE REPLACEMENT, 80K, 80%","9616","","APPLEWOOD PLMB, HTG & ELEC","AH:2102090822100149"
"CMIS21-00055","02/09/2021","02/09/2021","02/10/2021","03/01/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 111","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102090405541850"
"CMIS21-00056","02/09/2021","02/09/2021","02/10/2021","03/01/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 211","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102090405541851"
"CMIS21-00057","02/09/2021","02/09/2021","02/10/2021","03/01/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 311","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102090405541852"
"CMIS21-00058","02/09/2021","02/09/2021","02/10/2021","03/01/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 113","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102090405541853"
"CMIS21-00059","02/09/2021","02/09/2021","02/10/2021","03/01/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 213","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102090405541854"
"CMIS21-00060","02/09/2021","02/09/2021","02/10/2021","03/01/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 313","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102090405541855"
"CMIS21-00048","02/08/2021","02/08/2021","02/09/2021","02/25/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 112","REPLACING POLYBUTYLENE POTABLE...","3740","","PHOENIX RENOVATION COMPANY, LL...","AH:2102080329061942"
"CMIS21-00049","02/08/2021","02/08/2021","02/09/2021","02/25/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 212","REPLACING POLYBUTYLENE POTABLE...","3740","","PHOENIX RENOVATION COMPANY, LL...","AH:2102080333141999"
"CMIS21-00050","02/08/2021","02/08/2021","02/09/2021","02/25/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 314","REPLACING POLYBUTYLENE POTABLE...","3740","","PHOENIX RENOVATION COMPANY, LL...","AH:2102080333142000"
"CMIS21-00051","02/08/2021","02/08/2021","02/09/2021","02/25/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 114","REPLACING POLYBUTYLENE POTABLE...","3740","","PHOENIX RENOVATION COMPANY, LL...","AH:2102080333142001"
"CMIS21-00052","02/08/2021","02/08/2021","02/09/2021","02/25/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 214","REPLACING POLYBUTYLENE POTABLE...","3740","","PHOENIX RENOVATION COMPANY, LL...","AH:2102080333142002"
"CMIS21-00053","02/08/2021","02/08/2021","02/09/2021","02/25/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 312","REPLACING POLYBUTYLENE POTABLE...","3740","","PHOENIX RENOVATION COMPANY, LL...","AH:2102080333142003"
"CMIS21-00034","02/03/2021","02/03/2021","02/03/2021","02/12/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11145 RALSTON RD 101","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102031133410696"
"CMIS21-00035","02/03/2021","02/03/2021","02/03/2021","02/12/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11145 RALSTON RD 201","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102031133410697"
"CMIS21-00036","02/03/2021","02/03/2021","02/03/2021","02/12/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11145 RALSTON RD 301","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102031133410698"
"CMIS21-00037","02/03/2021","02/03/2021","02/03/2021","02/12/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11145 RALSTON RD 103","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102031133410699"
"CMIS21-00038","02/03/2021","02/03/2021","02/03/2021","02/12/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11145 RALSTON RD 203","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102031133410700"
"CMIS21-00039","02/03/2021","02/03/2021","02/03/2021","02/12/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11145 RALSTON RD 303","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102031133410701"
"CMIS21-00040","02/03/2021","02/04/2021","02/04/2021","02/22/2021","","COMMMISC","PLUMBING","FINALED","QUAIL RIDGE AT RALSTON","11135 RALSTON RD 121","REPLACING POLYBUTYLENE POTABLE...","5140","","PHOENIX RENOVATION COMPANY, LL...","AH:2102031147140845"
